,paper_id,paper_title,cmt_id,cmt_title,cmt_signatures,cmt_content,cmt_category,cmt_sentiment,arxiv_cdate,cmt_cdate,arxiv_availability
71,OnD9zGAGT0k,Diffusion Posterior Sampling for General Noisy Inverse Problems,pJCHnUpTwt,"Eq.(21) in the proof seems to confuse ""global maxima"" with ""expectation""",['~Yiwei_Guo1'],"The paper claims to find a global maxima of $p(x_0 | x_t)$, stated in Eq.(21). The provided derivation is done by taking gradient w.r.t $x_t$ on Eq.(20). This is not correspondent to seeking the maxima of $p(x_0 | x_t)$, because one should take gradient of $x_0$ instead. By Tweedie's formula as the authors have mentioned, the Eq.(21) actually shows that $\hat x_0$ is an **expectation** rather than the **global maxima** of posterior.

There is an intuitive explanation why it cannot be global maxima. Think of $x_0$ takes $-1$ or $1$ with equal probability, then $p(x_0 | x_t=0)$ must be an even function, i.e. $\nabla _{x_t} \log p(x_0 | x_t = 0) = 0$. Therefore, $\hat x_0 = 0$. But obviously the posterior has two modes on the left and right side of 0. In other words, Eq.(21) implies there is a unique global maxima, but in reality this is not always the case. Instead, there would be a unique expectation all the time.

This probable mistake, if it is, will lead to the break of logical chain. Laplace's method (Proposition 2) requires that function $f(\cdot)$ has a global maxima, so it's hard to be applied to the posterior distribution. Meanwhile, Proposition 2 is necessary in the proof of the paper. As a result, the theoretical correctness seems a little bit doubtful.",crucial incorrectness,-2,2022-09-29 11:12:27+00:00,2022-11-12 06:59:42+00:00,True
72,ufCQZeAMZzf,Low-Rank Graph Neural Networks Inspired by the Weak-balance Theory in Social Networks,qkIhaMPivJa,Misattribution of datasets,['~Benedek_Andras_Rozemberczki1'],"The paper misattributed the authorship of the Chameleons and Squirrels datasets. These datasets were proposed in this ICLR submission:

https://openreview.net/forum?id=HJxiMAVtPH

The Pei et al. paper cited by the authors took the Squirrel and Chameleons datasets and used those for benchmarking, but had nothing to do with the creation of the datasets. The correct citation for the paper which proposed the datasets is:

```bibtex
>@article{musae,
          author = {Rozemberczki, Benedek and Allen, Carl and Sarkar, Rik},
          title = {{Multi-Scale Attributed Node Embedding}},
          journal = {Journal of Complex Networks},
          volume = {9},
          number = {2},
          year = {2021},
}
```",missing or wrong reference,0,,2022-11-05 20:29:13+00:00,False
73,pf8RIZTMU58,DepthFL : Depthwise Federated Learning for Heterogeneous Clients,ZFANYutyTv9,"To reviewers and authors, regarding limited comparisons and evaluations of the work",['~Rivan_Ilk1'],"Dear authors and reviewers,

The paper is enjoyable to read. The reviewers’ comments and the authors’ responses are quite insightful as well. In this regard, the following points may be helpful for further evaluation of the current work.

**Missing important comparisons with related work**

WIth similar intention as that of DepthFL, InclusiveFL[1] and FjORD[2] also tried to solve device heterogeneity. Moreover, both FjORD and inclusiveFL used distillation to improve the performance under such settings. Interestingly, InclusiveFL also leveraged the depth heterogeneity as this work to address device heterogeneity. To understand the true value of the paper, a fair and possibly more comprehensive comparison with these works is expected.  For example, it is not clear from Table 3 whether the accuracies are compared on a similar parameter and/or FLOPs budget.

**Concern: additional compute and storage cost associated to BottleNeck blocks of Auxiliary classifiers**

The original self-distillation paper [3] used parameter heavy bottleneck layers (auxiliary classifier modules), particularly for the earlier ResNet blocks, use of similar sized auxiliary classifier modules would diminish the computation and storage advantage in case of FL. Moreover, as the authors assume clients 1,2 (in Fig. 1) are of lower capacity, application of these auxiliary modules often may not be feasible due to the significant additional overhead. In contrast FjORD can leverage width dropping (instead of depth dropping), without essentially incurring any need of auxiliary classifier module.   

**Potentially unfair discussion on Exclusive Learning**

It seems that the motivation and discussion provided in Section 4.2 is a bit unfair. First of all, the authors should use FjORD [2] instead of HeteroFL [5] for their comparisons. Secondly, the authors have considered the simplistic IID setting where missing data from a subset of clients may not be a major concern. However, in the practical scenarios of extreme non-IID such as [4], some clients may have exclusive access to a subset of training labels. In such cases, ignoring updates from those clients (as done in Exclusive Learning) would clearly degrade training performance as the model never sees updates belonging to that exclusive subset of labels. On the other hand, HeteroFL/FjORD would be able to still observe those updates. It will be of significant interest to the wide FL community if the authors provide a similar discussion (as in Section 4.2) for extreme non-IID settings.

[1] Ruixuan Liu, Fangzhao Wu, et al. No one left behind: Inclusive federated learning over heterogeneous devices. In KDD, 2022.
[2] Horvath, S., Laskaridis, S., et al. FjORD: Fair and accurate federated learning under heterogeneous targets with ordered dropout. In NeurIPS, 2021.
[3] Zhang, L., Song, J., Gao, A., Chen, J., Bao, C. and Ma, K. Be your own teacher: Improve the performance of convolutional neural networks via self distillation. In ICCV, 2019.
[4] McMahan, B., Moore, E., Ramage, D., Hampson, S. and y Arcas, B.A. Communication-efficient learning of deep networks from decentralized data. In AISTATS, 2017.
[5] Diao, E., Ding, J. and Tarokh, V. HeteroFL: Computation and Communication Efficient Federated Learning for Heterogeneous Clients. In ICLR, 2020.
",inaccurate description,-1,,2022-11-19 07:58:46+00:00,False
74,dSYoPjM5J_W,Revisiting Graph Adversarial Attack and Defense From a Data Distribution Perspective,Q7Pi4kCchy,Missing discussion with a highly related work and some questions,['~Yongqiang_Chen1'],"Hi, this is really an interesting work that discovers the distribution shifts in terms of structural information in a semi-supervised node classification task. The tips are informative with plentiful theoretical and empirical support.

We found that the authors seem to miss the discussion with a highly related work [1], where we formally study the distribution shifts during the graph injection attack in terms of node feature information, i.e., homophily distribution before and after attacks. 

Maybe I missed something, but it seems that the authors are studying the evasion attacks in the transductive semi-supervised node classification. It seems this setup would violate the definition of the transductive setting where the model is able to access all of the nodes and edges during training, as the adversary would modify the nodes and edges during the testing. Although it seems not to invalidate the main conclusions and contributions of the paper, could the authors offer some explanations for studying this setup?



**References**

[1] Chen et al., Understanding and Improving Graph Injection Attack by Promoting Unnoticeability, ICLR 2022.",missing or wrong reference,0,,2022-11-07 05:31:41+00:00,False
75,_Mic8V96Voy,Eva: Practical Second-order Optimization with Kronecker-vectorized Approximation,FRlysPhTKu,This work's ImageNet results are worse than established baselines for Shampoo,['~Rohan_Anil1'],"I would like to point out that this paper states results for Shampoo on ImageNet + ResNet50 are worse than established baselines from MLPerf Training 1.0 Open Submission as well from Table 1, Pg 11: https://arxiv.org/pdf/2002.09018.pdf

Batch size: 32768 requires 44 epochs or 1729 steps to achieve 75.9% 
See: https://github.com/mlcommons/training_results_v1.0/blob/master/Google/results/tpu-v4-256-JAX-Distributed-Shampoo/resnet/result_0.txt

Batch size: 65536 requires 60 epochs or 1178 steps see: https://github.com/mlcommons/training_results_v1.0/blob/master/Google/benchmarks/resnet/implementations/resnet-research-JAX-Distributed-Shampoo-tpu-v4-256/train.py#L558 

This work makes use of batch size of 2048 (64 x 32) for which higher order methods only require much fewer epochs, and existing results of Shampoo are better than results presented for Eva which takes 46 epochs for 3072 (96 x 32) batch size.",questionable contribution,-1,,2022-11-16 17:52:55+00:00,False
76,1tHAZRqftM,Multi-task Self-supervised Graph Neural Networks Enable Stronger Task Generalization,0xYvOtFlTW,Misattribution of datasets,['~Benedek_Andras_Rozemberczki1'],"The paper misattributed the authorship of the Chameleons and Squirrels datasets. These datasets were proposed in this ICLR submission:

https://openreview.net/forum?id=HJxiMAVtPH

The Pei et al. paper cited by the authors took the Squirrel and Chameleons datasets and used those for benchmarking, but had nothing to do with the creation of the datasets. The correct citation for the paper which proposed the datasets is:

```bibtex
>@article{musae,
          author = {Rozemberczki, Benedek and Allen, Carl and Sarkar, Rik},
          title = {{Multi-Scale Attributed Node Embedding}},
          journal = {Journal of Complex Networks},
          volume = {9},
          number = {2},
          year = {2021},
}
```
",missing or wrong reference,0,2022-10-05 04:09:38+00:00,2022-11-05 20:23:19+00:00,True
77,qNLe3iq2El,Mega: Moving Average Equipped Gated Attention,ZfAyY1nzPFk,Wrt to long term dependencies & related work,['~David_W._Romero1'],"Dear authors,

Thank you very much for your interesting contribution!

Some time ago I tried to contact you by mail but never got a reply. Therefore, I've decided to posted here. In particular, I wanted to point you to a few papers that I think are quite related, but are not discussed / cited:

1. CKConv ( https://arxiv.org/abs/2102.02611 ) introduces the SC raw dataset and is another approach able to model long term dependencies at every layer. Subsequently, both FlexNets ( https://arxiv.org/abs/2110.08059 ) and CCNNs (https://arxiv.org/abs/2206.03398) report results in this dataset as well (in fact CCNN still outperforms MEGA). 

2. FlexConv introduces a masking mechanisms with a Gaussian mask. From what I understand this mechanism is very related to the EMA mechanism used in your paper. We observe that FlexConv brings important improvements over CKConv, alike to those observed in your paper for self-attention.

3. In addition, we would like to note that CCNNs are, to the best of our knowledge, competitive with S4, and thus, within the best existing approaches. Note that this is also a convolutional architecture and therefore its complexity behave much better than self-attention. Consequently, we believe that this architecture is very relevant to the comparisons performed in your paper e.g. in the LRA dataset. Moreover, and in contrast to S4, the CCNN is to the best of our knowledge the only long term network that can be directly applied to $\mathbb{R}^N$ data. Given that you also tackle tasks on images, we thing that a pointer there would be interesting and help the reader.

We would sincerely appreciate if you could discuss / cite these papers in case you find them relevant.

Best regards,

David",missing or wrong reference,0,2022-09-21 20:52:17+00:00,2022-11-08 08:05:59+00:00,True
78,qNLe3iq2El,Mega: Moving Average Equipped Gated Attention,6hgh8IUsfzB,"Mega, EMA, S4D Ablations",['~Albert_Gu1'],"As discussed by some reviewers and in other threads in this forum, Mega’s core EMA layer is closely related to prior methods such as S4D (more details provided in reply to this post). During the rebuttal phase, the authors ran ablations on these methods. I have independently run some of these ablations, as well as reproduced the Mega model in another codebase and performed many more ablations.

## Ablations in Mega codebase
Since the earlier thread, I have run additional ablations in the official Mega codebase using their train script, swapping out the inner EMA layer with interchangeable baselines such as S4D. The dataset is LRA-Image (grayscale CIFAR-10) with chunk size $c=128$. The baselines were run out-of-the-box with no modifications or tuning, and *all hyper-parameters match those for the best-performing Mega-EMA model*.

In addition to the default S4D-Lin model, I have included another variant called **S4D-Real** which was published as an ablation to S4D. This masks the model so that the $A$ matrix is always real-valued, which is a *prior ""multi-head EMA"" almost identical to Mega's EMA layer with only minor differences in the parameterization*.


| Model                | Params   |   s/epoch |   Val Acc |
| -------------------- | -------- | --------- | --------- |
| Mega-EMA (original)  | 2.82M    |       195 |     86.10 |
| Mega-S4D-Real        | 2.74M    |       152 |     87.00 |
| Mega-S4D             | 2.74M    |       152 |     87.12 |

**[Training and validation curves](https://github.com/HazyResearch/state-spaces/blob/e9ce652126cc773dcb6bb7d6f7270c425d4a36a2/configs/experiment/mega/lra-image/mega_ablations_mega_repo.pdf)** 

## Ablations in S4 codebase

I have reproduced the Mega model and run several ablations on various model sizes and architectures.
All code, experiment config files, and a README describing them in more detail has been released publically **[here](https://github.com/HazyResearch/state-spaces/tree/ede0b53fe4bcfccf185c32b99880463b2a2cd085/configs/experiment/mega/lra-image)**.

Outside of the inner EMA/S4D layer, *all hyperparameters are matched to the best-performing hyperparameters of the Mega-EMA model* specified by the paper. All results are 1 single run with *no tuning* for the baselines.



### Large Mega model

The following models attempt to reproduce the original Mega model above. Details in reply.

| Model                   | Params   | s/epoch   | Val Acc   |
| --------------------    | -------- | --------- | --------- |
| (large) Mega-EMA        | 2.73M    | 180       | 82.56     |
| (large) Mega-EMA-Repro^ | 2.65M    | 124       | 83.42     |
| (large) Mega-S4D-Real   | 2.65M    | 121       | *84.44*   |
| (large) Mega-S4D        | 2.65M    | 122       | **86.22** |

^ This is a slightly refactored version of the original Mega module, in a way that parameter matches the S4D baselines and allows swapping them in easily, that in fact seems to have improved and sped up the model. Details in reply.


### Small Mega model

The model depth, width, training/warmup steps, and weight decay were halved. A single run was performed with no other experimentation or tuning.

| Model                  | Params   | s/epoch   | Val Acc   |
| --------------------   | -------- | --------- | --------- |
| (small) Mega-EMA       | 299K     | 51        | 81.16     |
| (small) Mega-EMA-Repro | 279K     | 51        | 80.76     |
| (small) Mega-S4D-Real  | 279K     | 54        | *81.20*   |
| (small) Mega-S4D       | 279K     | 53        | **81.46** |

### Large vanilla model (no gating or attention)

The following models use a basic convolution block to investigate the interchangeable inner layer (EMA vs S4D) in isolation.

| Model                | Params   |   s/epoch | Val Acc   |
| -------------------- | -------- | --------- | --------- |
| (large) EMA          | 4.35M    |       128 | 70.96     |
| (large) EMA-Repro    | 3.96M    |       119 | 71.52     |
| (large) S4D-Real     | 3.96M    |       105 | *74.30*     |
| (large) S4D          | 3.96M    |       105 | **88.28**   |



### Small vanilla model (no gating or attention)

| Model                  | Params   | s/epoch   | Val Acc   |
| --------------------   | -------- | --------- | --------- |
| (small) EMA            | 333K     | 31        | 69.96     |
| (small) EMA-Repro      | 267K     | 30        | 69.38     |
| (small) S4D-Real       | 267K     | 32        | *70.88*   |
| (small) S4D            | 267K     | 30        | **82.78** |

**[All training and validation curves](https://github.com/HazyResearch/state-spaces/blob/e9ce652126cc773dcb6bb7d6f7270c425d4a36a2/configs/experiment/mega/lra-image/mega_ablations_10000_warmup_all.pdf)**",na,0,2022-09-21 20:52:17+00:00,2022-11-19 10:15:38+00:00,True
79,0L8tuglXJaW,HOYER REGULARIZER IS ALL YOU NEED FOR EXTREMELY SPARSE SPIKING NEURAL NETWORKS,g0fBaG4I1S,Notable points of concerns regarding the claims of the paper - 1,['~Justin_Liu1'],"Thanks to the authors and reviewers for presenting and evaluating this interesting work. In this regard we would like to mention few point (some of them are already mentioned by the respected reviewers as well) that may be important for the proper evaluation of the paper.

`1. On contribution: Concern with motivation and novelty as highlighted by respected reviewers`

**Motivation**. The Introduction inducts few BNN papers, however, did not incorporate the recent BNN variants [1-3]. This to our opinion question the motivation to have an alternative that indeed isn't outperforming the BNNs. Moreover, the training is significantly costlier due to general requirements of SNNs to have more epochs as opposed to DNNs. 

**Novelty**. The paper heavily relies on existing work of Hoyer regularizer and trainable thresholding to present their work. The learnable aspect of the ""clipping threshold"" as claimed in the rebuttal as a part of novelty, is not, the clipping aspect was introduced here following the criteria of Hoyer extremum. On the contrary earlier works used train threshold and often used to apply a constant clipping factor.

**So, to our understanding, the precise difference is in the ""aspect"" of ""how the clipping of trainable threshold is done""**

Also, it should be noted that the clipped threshold being lower than $v^{th}$, comes as an inherent property due to the selection of the Hoyer square reg. based normalization. This has already been shown in one of the papers referred by the authors as an inherent Hoyer reg. property [5] (see Eq. 1-3). Moreover, as the improvement is negligible, a constant clipping factor might have a good job as well.

**post-rebuttal comment**. We would also like to highlight one the authors' rebuttal response on novelty: ""*In contrast, to the best of our knowledge, no work (even in sparsity-induced binary neural networks (BNN) that are similar to our one-time-step SNNs) has jointly optimized the distribution of the SNN membrane potential (or activation map in the context of BNNs) and the relative placement of the SNN (or BNN) threshold to improve the accuracy-energy trade-off.*""

* The recent most BNNs leverage +1/-1 activation thus there is **no real need** of including this study of Hoyer. Both the [0,1] BNN and SNN (this paper) suffers from significant accuracy drop compared to the other alternative while having significant compute burden due to larger model/bit-width overhead.

* The SOTA BNN models are **better in accuracy and energy efficient** compared to the presented SNN counter parts.

* Improvement of sparse activation is largely a function of architecture change that is already proposed in the traditional BNNs. Interestingly, **for ResNet18 the Hoyer reg. effectively reduces sparsity** (Table 5 of the paper). So, the **results contradicts with the claim of Hoyer consistently inducing sparsity**.

* It is not clear why this is a  ""joint optimization"". The authors learn a threshold $v^{th}$ same as earlier works (that is a part of **single optimization associated to SGD/ADAM optimizer driven loss including Hoyer reg. component to minimize**), scales them with Hoyer squared regularize (channel wise) as computed via activation maps (no-trainable parameters here). likewise, BN learnable parameters are not a part of joint opt either, this is not correct claim.

Also, the architectural modifications adapted in contrast to existing one-time step approach is not new, the authors themselves highlighted this.

`Thus as highlighted by respected reviewers, the paper may still miss the motivation and novelty considering the post rebuttal comments/draft`.

`2. On results: Ambiguous claiming on being better than BNN variants, which as per published works is not the case`

We see the authors justified the motivation of 1-step SNN due to their potential benefits over BNNs (state-of-the-arts). We think this is not the case. Follows is the comparison with published 1-bit weight-activation networks that are significantly less computing burden than the VGG16, yet achieve better results than this works.

On CIFAR-10

| Model | Method | W/A bit width|  Accuracy |
|--|--|--|--|
|ResNet18 | ReCU (2021) [1] | 1/1 | **92.8%** |
|ResNet18 | AdaBin (2022) [2] | 1/1 | **93.1%** |
| VGG16| This paper| 2/1 | 92.34% |
| ResNet18 | This paper| Floating point | 91.48% |
| ResNet18 | This paper| 2/1 | Not provided |

On ImageNet

| Model | Method | W/A bit width|  Accuracy |
|--|--|--|--|
|ResNet18 | ReActNet (2020) [3]| 1/1 | 65.5% |
|ResNet18 | AdaBin (2022) [2] | 1/1 | 66.4% |
|ReActNet-A| ReActNet (2020) [3] | 1/1 | **69.4%** |
|ReActNet-A| AdaBin (2022) [3] | 1/1 | **70.4%** |
| ResNet50 | This paper| FP weights | 66.32% |
| VGG16| This paper| FP weights | 68% |
| VGG16| This paper| 2/1 | Not provided |

*[These show that several times even the FP-32 SNNs can't outperform the binary DNN counterparts]*",questionable contribution,-1,,2022-11-18 21:48:55+00:00,False
80,vqSyt8D3ny,Towards Robust Object Detection Invariant to Real-World Domain Shifts,s6RXEYNvIcH,Some questions,['~Yuxi_Li2'],"Hi, I just came across this submission and admire the insightful motivation and analysis on the relationship between channel-wise statistics and generality of object detections. While I have some question about the technique in this paper, I appreciate if authors can provide more detailed discussion:

- The idea of perturbation on feature in terms of its global/local statistic is very similar to some works already designed for general data augmentation or DG in classification as below[1,2], I think it will be better to further discuss the advantage of NP over these methods

[1] Li, Pan, et al. ""A simple feature augmentation for domain generalization."" Proceedings of the IEEE/CVF International Conference on Computer Vision. 2021.

[2] Wang, Yulin, et al. ""Implicit semantic data augmentation for deep networks."" Advances in Neural Information Processing Systems 32 (2019).

- In the society of Domain Generalization and its application, it seems to be a consensus that cross-domain variance is due to the style, which is highly related to global statistic of image features, but adjustment in global statistics can not affect the local style, texture of geometry layout of a specific object. However, in some cases, the cross-domain difference can also lie in local and conceptual content, e.g. the concept ""people"" in a real photo and in a clipart manifest totally different texture or local layout, there are also some datasets of object detection considering this issue[3], I think it will be better to take this local variance into account for more generalizable object detection systems.

[3] Inoue et al. ""Cross-Domain Weakly-Supervised Object Detection Through Progressive Domain Adaptation."" Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition. 2018. 

",missing or wrong reference,0,,2022-11-09 05:13:46+00:00,False
81,Rl4ihTreFnV,Robust Multi-Agent Reinforcement Learning with State Uncertainties,0RppANPzWt,Comments on this paper,['~Ziyuan_Zhou1'],"In this paper, the derivations of all the theorems are logical and elegant. I'm very interested in this work since the definition of MG-SPA seems to be very similar to that of the state-adversarial stochastic game (SaSG) in our previous work [1]. Our work is about the extension of SA-MDP to multi-agent reinforcement learning. We prove that under the joint optimal adversarial perturbation, the Nash equilibrium of SaSG may not always exist and analyze the feasibility of adversarial perturbations. This paper defines robust equilibrium and analyses the existence of robust equilibrium. I hope to have more discussions with you.
[1] Zhou Z, Liu G. RoMFAC: A Robust Mean-Field Actor-Critic Reinforcement Learning against Adversarial Perturbations on States[J]. arXiv preprint arXiv:2205.07229, 2022.",missing or wrong reference,0,,2022-11-15 08:48:09+00:00,False
82,WVRb98rwbv9,Truthful Self-Play,8fvtcNoIgw,Potentially bad-faith submission,['~Michael_Noukhovitch1'],"This submission, Truthful Self-Play, is nearly identical to previous submissions to other ML conferences dating back at least 2 years to [ICLR 2021]( https://openreview.net/forum?id=0LlujmaN0R_ ) (note this link de-anonymizes the author). There is no content difference between the submission to ICLR 2021 and this submission. It seems as though the author of this paper has submitted their work to various machine learning conferences and despite getting feedback numerous times, has not changed it at all but continued to resubmit it as-is.

This feels like bad faith on the part of the author. I understand that reviewers may vary and authors may seek to get reviewers that are more favourable to their viewpoint so I do not fault the author for resubmitting. But it does feel disrespectful to the time and effort of previous reviewers to completely ignore their reviews and change nothing between resubmissions for two whole years. For full disclosure, I was a previous reviewer of this work (but not in ICLR 2021). 

I do not wish to bias the reviewers in any direction, nor is this a critique of the content of the submission itself. I would just like to draw the ACs attention to what I consider a bad faith effort in the context of our conference reviewing system.",na,-1,2021-06-06 02:16:45+00:00,2022-11-09 21:32:59+00:00,True
83,OK6LV2q50l,FedPSE: Personalized Sparsification with Element-wise Aggregation for Federated Learning,ofkqWJ3fGQ,"To reviewers and authors, regarding some critical issues associated with the current manuscript.",['~Annette_Cheng1'],"Dear authors and reviewers,
I really enjoyed reading the paper and understanding the scope of the work, particularly from the reviewer’s comments and the authors' rebuttal. In this context I would like to highlight the following points that I think may further help the evaluation of the current manuscript.

**Important related works on recent development in literature of FL that addresses the issue highlighted**

*I understand Section 4.1 clearly mentioning the goal of the work is to be communication efficient. I believe there has been quite a lot of work that the authors might have missed, including (A-D), that not only addressed the issue of communication load but also computation overhead (B-D).*

**Concern with EWA as a contribution: FedDST (D) presented the idea of *""sparse weighted averaging""* that is same as that of EWA (which is claimed to be a contribution of the current manuscript)**

*I would like to take this opportunity to route the readers to the fact that the idea of element wise averaging for sparse models was introduced in FedDST(D) [equation 3 in the Methodology section] and the authors of that manuscript have used this form of averaging for the same purpose of ""normalizing the weights based on their participation rate"", as the current manuscript.*

*Please note: FedDST(D) also demonstrated the application of this in non-iid dataset (pathologically non-iid to be precise).*

**Concern with UPS as a part of the contribution: Both (B,D) successfully demonstrated various variants of top-K sampling similar (can be argued to be even better) to the what is done in UPS**

*I would like to highlight that the idea of top-K sampling is not new (as partly mentioned by the authors as well). In particular, few recently published works  (e.g.: (D) in AAAI 2022, (B) in ICLR 2022) have taken this idea one step further to demonstrate top-K sampling while sparsely updating the weights locally. This ensures not only communication benefits, but also computation benefits (D). (B) even comprehensively demonstrated various variants of this top-K sampling.*

**FedPSE has no computation benefits whereas some of the published works has (B,D)**

*As in FedPSE the clients locally update all the weights, and only after local training update top-K, it provides no computation benefits, despite the sparsity choice of 0.9. On the contrary existing literature can have both computation benefits as well (B,D).*

**Concern with utility of different aspects of DPS: FedPSE suffers from significant accuracy drop at moderate sparsity of 0.9 (the plot with x value of 0.1 in Fig. 4)**

*This is significantly concerning and thus further ablation of the real utility of various steps described in DPS is needed. Nevertheless, as already stated existing alternatives demonstrated benefits with sparsity of 0.2 and 0.1 while showing both computation and communication benefits.*

*Moreover, it is well known that magnitude pruning (like top-K in the client side) requires retraining to gain the accuracy. Thus this can also be a potential reason for the authors to get significantly poor accuracy at high sparsity (Fig. 4).*

**Please refer to (A) if the concern is only communication cost**

*As the current work focuses on the communication benefits, I would like to refer the reader to (A) as well. This work showed that sending only sparse masks was sufficient enough for the federated learning paradigm, thus saving 32x communication cost.*

I hope this summary would help the reviewers and authors to assess the contributions of the current manuscript. I have added the references at the bottom for their kind consideration and checking.

(A) Sparse Random Networks for Communication-Efficient Federated Learning, arxiv 2022.
(B) ZeroFL: Efficient On-Device Training for Federated Learning with Local Sparsity, ICLR 2022.
(C) Model Pruning Enables Efficient Federated Learning on Edge Devices, TNNLS 2022.
(D) Federated Dynamic Sparse Training: Computing Less, Communicating Less, Yet Learning Better, AAAI 2022.",questionable contribution,-1,,2022-11-19 04:47:36+00:00,False
84,ogsUO9JHZu0,Efficient Trojan Injection: 90% Attack Success Rate Using 0.04% Poisoned Samples,Hh9Z2pazdM,What is the difference between this method and the Narcissus clean-label backdoor attack?,['~Minzhou_Pan1'],"I appreciate your submission. After reading the paper, I observed a striking resemblance between your formulation with the one in [1].
In particular, the trigger-generating backdoor formulation in [1] is :
$$
\underset{\delta \in \Delta}{\min } \sum_{(x, y) \in D} \mathcal{L}\left(f_{\theta}(x+\delta), y\right)
$$
whereas in your paper, you formulate the trigger as follows:
$$
\min\_{C(t) \leq \epsilon} \sum_{(x, y) \in \mathcal{D}_b} L\left(f_\theta(x+t)), y^{\prime}\right)
$$
Both seem to utilize a pre-trained model to generate noise that minimizes loss on the target label. Could you explain how theoretically, your contribution differs from [1]?

I hope to get some clarification. Thank you for your time!

[1] Zeng, Yi, et al. ""NARCISSUS: A Practical Clean-Label Backdoor Attack with Limited Information."" arXiv preprint arXiv:2204.05255 (2022).

",plagiarism,-2,,2022-11-09 22:17:29+00:00,False
85,9eT2pA9P-vI,Adam Accumulation to Reduce Memory Footprints of both Activations and Gradients for Large-scale DNN Training,55_VfWNsIz,Interesting paper,['~Yuhan_Li3'],The idea behind the paper sounds great. It's really helpful for researchers to save memory during training.,compliment,2,,2022-11-09 04:48:15+00:00,False
86,4Vwx-VwS5b3,Implicit Neural Spatial Representations for Time-dependent PDEs,NCkbYxhjAVx,relationship with neural galerkin scheme,['~Yiping_Lu1'],"Dear authors

congrats on the nice work. I'm writing this comment aim to understand the relationship between your paper and [1]. 

[1] Bruna J, Peherstorfer B, Vanden-Eijnden E. Neural Galerkin Scheme with Active Learning for High-Dimensional Evolution Equations[J]. arXiv preprint arXiv:2203.01360, 2022.",missing or wrong reference,0,2022-09-30 22:46:40+00:00,2022-11-08 13:10:08+00:00,True
87,WoByU5W5te0,Neural Radiance Fields with Geometric Consistency for Few-Shot Novel View Synthesis,0iNbcr0Wkt,few-shot?,['~Xuan_Wang2'],"Why is it few-shot, not training from sparse view？",general question,0,,2022-11-06 03:28:21+00:00,False
88,CPdc77SQfQ5,Win: Weight-Decay-Integrated Nesterov Acceleration for Adaptive Gradient Algorithms,tyXtllCK0X,Clarification on Nesterov + Adam results,['~Rohan_Anil1'],"As pointed by Reviewer FLq8, adding nesterov acceleration to existing adaptive methods is standard: See comment: https://openreview.net/forum?id=CPdc77SQfQ5&noteId=7fpHqssTGr4 -- (note: improvements from nesterov with shampoo have been mentioned in https://arxiv.org/pdf/2002.09018.pdf Table 1 Pg 11 as well as in https://arxiv.org/abs/2209.05310) 

There is an experimental confound when citing Nadam as the implementation in Pytorch (https://pytorch.org/docs/stable/generated/torch.optim.NAdam.html) is quite different from the implementation (vanilla) in JAX as mentioned in FLq8 -- It would be good to clarify which nesterov version is used in Table 1 Page 7.

For the experiments that are in Table 3 - A comparison against the vanilla nesterov + adam/lamb variants would be appreciated [1] -- This would establish if the extra memory overhead in WIN compared to vanilla nesterov is worth it.

[1] see: https://github.com/google/init2winit/blob/master/init2winit/optimizer_lib/optimizers.py#L190 
",problematic empirical evaluation,-2,,2022-11-16 18:24:37+00:00,False
89,PldynS56bN,Contextual Convolutional Networks,W1GnOxeGKWi,Wrt global conv kernels and learnable receptive fields,['~David_W._Romero1'],"Dear authors,

thank you very much for your interesting paper!

I would like to point you to some related work which constructs and learns CNNs with global convolutional kernels [1-6]. Among these, I believe FlexConv is of particular relevance, as similarly to your approach, it learns the sizes of the convolutional kernels directly from data during training. I believe that considering FlexConv on your related work would give the reader a better idea regarding the current stand point of your promising and interesting research.

Best of luck with your submission! :)

Cheers,

 David


[1] Romero, David W., et al. ""Ckconv: Continuous kernel convolution for sequential data."" arXiv preprint arXiv:2102.02611 (2021).

[2] Romero, David W., et al. ""Flexconv: Continuous kernel convolutions with differentiable kernel sizes."" arXiv preprint arXiv:2110.08059 (2021).

[3] Romero, David W., et al. ""Towards a General Purpose CNN for Long Range Dependencies in  D."" arXiv preprint arXiv:2206.03398 (2022).

[4] Ding, Xiaohan, et al. ""Scaling up your kernels to 31x31: Revisiting large kernel design in cnns."" Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition. 2022.

[5] Gu, Albert, Karan Goel, and Christopher Ré. ""Efficiently modeling long sequences with structured state spaces."" arXiv preprint arXiv:2111.00396 (2021).

[6] Nguyen, Eric, et al. ""S4ND: Modeling Images and Videos as Multidimensional Signals Using State Spaces."" arXiv preprint arXiv:2210.06583 (2022).",missing or wrong reference,0,,2022-11-05 10:59:49+00:00,False
